Original URL,Number of relevant Links,Average Similarity,Crawl Time,Number of Visted Links
https://www.geeksforgeeks.org/nextjs/,5,0.3276992447809539,30.789183616638184,17
https://medium.com/artificial-corner/youre-using-chatgpt-wrong-here-s-how-to-be-ahead-of-99-of-chatgpt-users-886a50dabc54,3,0.2479648071599739,30.75590205192566,60
https://medium.com/@abi_75893/i-shut-down-my-startup-heres-the-honest-truth-c4753b8001ea,1,0.3256190542602927,31.98099946975708,60
